atoms;coordinates;total_energy;mulliken_charges;forces
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.521493945567219,10.783751244970421,0.022408034832429962],[-5.355326329812371,11.279126003300524,0.08064290203574719],[-8.53232915989134,8.262409027199775,-0.049716963202023595],[-4.885369058549817,8.665999487026099,0.14267091111391]];-9.745246344989;[-0.44204166,-0.47096132,-0.55061960,-0.53637742];[[-0.008227757740,-0.136447968625,-0.003999945178],[0.021104425148,-0.049851468275,0.001545529873],[-0.014377747854,0.130534668623,0.003106200843],[0.001501080446,0.055764768277,-0.000651785539]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.590035086667168,11.018167188099724,0.010818888968775286],[-5.280402664902142,11.152385646995238,-0.02672486101789929],[-8.335889059559545,8.38641193802108,0.07091158743835173],[-4.8273532471976255,8.32277529509687,0.08827851126546377]];-9.779661811886;[-0.48746090,-0.48341073,-0.49603506,-0.53309331];[[-0.028281829447,-0.067071506087,0.001843549783],[0.027693372760,-0.016798234280,0.000379602585],[-0.032796788163,0.074085706366,-0.001902926973],[0.033385244851,0.009784034001,-0.000320225396]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.407692908115433,11.027905286944264,0.016547576420110514],[-5.398802102699361,11.110701879732407,0.11222551928479947],[-8.217409079436035,8.353930336410064,-0.11285959464140238],[-4.8506803224074275,8.493443495847492,0.01171142013719242]];-9.796976178330;[-0.48972513,-0.47446756,-0.50802026,-0.52778705];[[-0.020660357415,-0.059226086001,-0.003641511327],[0.027385733471,-0.072220723369,-0.002454504767],[-0.038804614657,0.066981009780,0.002014364962],[0.032079238601,0.064465799591,0.004081651132]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.586466054852314,11.153619406814398,0.1230752694248266],[-5.250534305769545,11.205663685951789,0.056765580426046826],[-8.382826880320971,8.289252386122566,-0.1796240012377116],[-4.888280082383346,8.510479300010958,-0.036489275378583555]];-9.788900741839;[-0.50311691,-0.48082643,-0.50759836,-0.50845830];[[-0.035498109495,-0.009184521070,-0.000405131130],[0.037125670333,-0.044620744389,-0.002267636735],[-0.033807149794,0.010422225899,-0.000101963937],[0.032179588955,0.043383039560,0.002774731801]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.691994542433735,11.051834691323636,-0.06695152902915778],[-5.279509463868694,11.255038003429348,-0.10627219147286862],[-8.255921268684608,8.271731598190128,-0.01832343675780353],[-4.908778031172199,8.57499539332568,0.05445012962528939]];-9.789475430171;[-0.51404681,-0.49378022,-0.49269821,-0.49947475];[[-0.034327054552,-0.024048670219,0.000645346820],[0.038777642092,-0.048575815714,0.002630638321],[-0.035404545317,0.023669249951,-0.001174108497],[0.030953957777,0.048955235982,-0.002101876644]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.397792634349429,11.010025018357073,-0.06855710672941083],[-5.34353072178932,11.111396624796138,0.1699735437975528],[-8.31811469332302,8.286419131543012,0.017574193363345807],[-4.894133780494873,8.667481897935923,-0.0025367167410119064]];-9.755618405842;[-0.48447557,-0.46593244,-0.52480335,-0.52478865];[[-0.019457975981,-0.048258597793,0.000340263723],[0.050697483384,-0.185480468574,-0.011944854260],[-0.031869505513,0.047294847425,-0.001528572269],[0.000629998110,0.186444218941,0.013133162806]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.474851702009175,11.058519398451898,0.08474035605354571],[-5.3608908987137935,11.077520004227729,-0.0629877743840889],[-8.342475797930689,8.221320843634953,0.043228974609899246],[-4.8411352857593215,8.711627401183032,0.1507817233235278]];-9.730714061086;[-0.49182055,-0.44761296,-0.53043180,-0.53013469];[[-0.018241138435,-0.015498282842,0.000333419016],[0.068218212155,-0.254872036812,0.022233323380],[-0.022011507300,0.016962922835,-0.000521383612],[-0.027965566420,0.253407396818,-0.022045358785]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.546572299744437,10.859654290154625,0.04920636321358608],[-5.309632167975431,11.22025366453705,0.025221021680709783],[-8.456897781862677,8.283896861343147,0.03261729479254434],[-4.889920644199631,8.489520354901476,-0.10245752573392207]];-9.767495478197;[-0.46581166,-0.48221755,-0.52154074,-0.53043005];[[-0.018283663766,-0.101093030345,-0.000371952403],[0.024819844438,-0.025024423075,-0.001509915190],[-0.025284069159,0.098261319054,0.001424870680],[0.018747888487,0.027856134365,0.000456996913]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.68927789027448,11.033921611823372,0.1144072869781388],[-5.285772422056436,11.353141791625237,0.06271615191188913],[-8.244270474411682,8.203640090308387,0.049636042074819496],[-4.950976989494821,8.408388588567028,0.01568967229594363]];-9.806047216475;[-0.50538790,-0.50401451,-0.48729658,-0.50330100];[[-0.039329107773,-0.013618023290,0.000417245500],[0.036641329592,0.002479889771,-0.000613221173],[-0.035377640188,0.011547075220,0.000620269572],[0.038065418369,-0.000408941701,-0.000424293899]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.482108514183231,10.911512615967743,0.032751813229374455],[-5.237506097716247,11.114635445193287,0.1109718931676777],[-8.23350704528912,8.259623778535888,-0.15102394063794375],[-4.671061521179761,8.57045374628949,-0.049307075922062835]];-9.764853853376;[-0.48329581,-0.46068683,-0.51893648,-0.53708088];[[-0.016601851159,-0.051856549759,-0.004050962923],[0.031495800521,-0.078769980636,-0.004659906686],[-0.021059972218,0.054563260193,0.003422224305],[0.006166022856,0.076063270202,0.005288645304]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.699930234758238,11.142592149717593,0.013280211581650181],[-5.329802723455331,11.206444249713934,-0.008213854081855902],[-8.191276593711521,8.235705245163738,0.08717142549451601],[-5.024421281302635,8.54045878018213,0.028253049665462278]];-9.805297663639;[-0.52676066,-0.49463138,-0.49222597,-0.48638199];[[-0.040990786024,-0.002131636787,0.000288500262],[0.040582675643,-0.060023084804,0.000729132804],[-0.028261159673,0.005031368182,0.000398446485],[0.028669270054,0.057123353410,-0.001416079550]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.655970986019808,11.008234696189069,0.08033017224668931],[-5.277482939867496,11.188303813529362,-0.021349588683542562],[-8.367209707251186,8.421030477395119,0.0672730041926461],[-4.866848262675812,8.513670074929406,-0.06774670350679977]];-9.764216505771;[-0.49457044,-0.48283050,-0.49685918,-0.52573989];[[-0.014419827317,-0.078499532854,0.000371655072],[0.021304552371,-0.041058901468,-0.001182216125],[-0.024538705533,0.083133962676,0.001050612816],[0.017653980480,0.036424471646,-0.000240051764]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.454584862990858,11.048031523185118,0.13647394435512447],[-5.274001514066028,11.328100196275772,-0.0679206414055946],[-8.316050347341243,8.139103371171954,-0.045571812101346275],[-4.660517372303348,8.66905604192351,0.012628309196163324]];-9.786935685744;[-0.48218279,-0.46267297,-0.53092653,-0.52421770];[[-0.027944725032,-0.005218126459,0.001661003006],[0.034652701223,-0.034577823207,-0.000762722238],[-0.028926089987,0.000001879374,-0.000344192561],[0.022218113796,0.039794070292,-0.000554088208]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.699628320276407,11.070086982033555,-0.10333928926672249],[-5.385209447665691,11.211628942192103,-0.05027965649923544],[-8.108458187956037,8.175696766863151,0.0177060399457452],[-5.062757660641483,8.25239099103331,-0.042615019436184766]];-9.824598532172;[-0.52134323,-0.50431107,-0.47881462,-0.49553108];[[-0.040197469966,0.004837307695,-0.001100611004],[0.028694342989,0.002221087302,0.001042982176],[-0.012929085204,0.002949193781,0.000724432689],[0.024432212181,-0.010007588778,-0.000666803860]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.612278215482027,11.024721478633888,-0.0343248455703312],[-5.296110576635093,11.078046611913193,0.0409853478614311],[-8.372775466440654,8.06949023660515,-0.0036599100511535477],[-4.8200494261863795,8.521668931699455,0.03922819045020161]];-9.771810415532;[-0.50500659,-0.46427442,-0.52071278,-0.51000621];[[-0.030676074256,0.003025248868,-0.000709185534],[0.041720924784,-0.087253124868,0.000551054694],[-0.025907391951,-0.003242258524,-0.000312360830],[0.014862541424,0.087470134524,0.000470491670]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.6381822513059,11.139616582522375,-0.08283880398950685],[-5.2298377760383845,11.083583543795337,0.06610146955922444],[-8.328693886314653,8.32017898077714,-0.12479657836382313],[-4.80245088176804,8.657797269190318,-0.024047847114882098]];-9.733279345484;[-0.52102317,-0.46108205,-0.51066496,-0.50722982];[[-0.019897360374,-0.004199020305,-0.000885196603],[0.046186451181,-0.196736139458,-0.006696782819],[-0.012158625367,0.009498747754,-0.000131791293],[-0.014130465440,0.191436412009,0.007713770715]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.477638311037328,11.252448583971681,-0.030807130834437764],[-5.391445663075441,11.219751063902946,0.1524577027467153],[-8.264179498117842,8.243655400327384,-0.16266282671974294],[-4.8552023346115485,8.65533348375018,0.09588308189325032]];-9.796112215211;[-0.50333399,-0.46797140,-0.52177296,-0.50692165];[[-0.027923003528,0.007615189244,-0.001286690197],[0.036569798857,-0.087696511331,-0.000954080671],[-0.035472503593,-0.004823035816,-0.002849621716],[0.026825708263,0.084904357902,0.005090392584]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.437025046251257,10.96041360202593,0.03428396666483466],[-5.328390513588903,11.184690347379364,0.00895159696719692],[-8.233612007275708,8.065186382913634,0.15382189673093827],[-4.722953714572626,8.508207721858122,-0.05636242285119865]];-9.801762350517;[-0.48966084,-0.47336799,-0.51985108,-0.51712009];[[-0.028235512661,-0.009330066630,0.000487849874],[0.033093776741,-0.038598126685,-0.000879215661],[-0.038356747774,0.006168081305,0.002070024310],[0.033498483694,0.041760112010,-0.001678658523]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.557841758916263,11.003902380567835,-0.10047523639442751],[-5.315573831014394,11.296187906304322,-0.04016333536410623],[-8.298131782867609,8.4125294243691,-0.07845373016628393],[-4.8502793690693,8.351174646439388,0.11228611494697019]];-9.783416059070;[-0.48213400,-0.49310700,-0.49253902,-0.53221998];[[-0.029091319597,-0.093038320448,-0.000011270732],[0.030838991493,-0.003075056030,0.000674982686],[-0.043104697030,0.097264040305,-0.002919289065],[0.041357025133,-0.001150663827,0.002255577111]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.741433403684766,11.13683131798763,0.05153481463967374],[-5.45555055726081,11.259096599770844,-0.15038193336820216],[-8.332158033810723,8.165515480312152,-0.018122493975341873],[-4.877547373774515,8.655134301902187,0.06008466126714307]];-9.788354126665;[-0.51087081,-0.47569897,-0.51063798,-0.50279223];[[-0.037914132808,0.003170977616,0.002249908192],[0.043103744722,-0.060365671366,0.002583763442],[-0.034671908792,-0.003639593982,-0.001181932582],[0.029482296878,0.060834287732,-0.003651739052]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.484880201646929,11.096982054302092,0.10510220840777942],[-5.168770255384518,11.409390251704952,0.12141073803738381],[-8.153592197899645,8.220558971661324,-0.020279304922076732],[-4.96729036774667,8.348333997041054,0.018213323373530866]];-9.818691401968;[-0.50061430,-0.51210328,-0.48485003,-0.50243239];[[-0.036433874486,-0.006197249817,-0.000242999794],[0.033978001109,0.016707493590,0.000561308797],[-0.029165611022,0.003365284094,-0.000235524881],[0.031621484400,-0.013875527867,-0.000082784121]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.668412185560994,10.975573047315814,0.024113138101378617],[-5.308323371472142,11.382747451477897,-0.14836518153969055],[-8.278544333550798,8.162732916332992,0.026400424704391436],[-4.925118784101113,8.508523714002763,0.015084628264791828]];-9.802666218985;[-0.50014725,-0.50112860,-0.49522666,-0.50349749];[[-0.037079161086,-0.021427032916,0.002091324131],[0.038790834798,-0.004226170000,-0.001559797049],[-0.039806039381,0.014306045710,-0.000008213814],[0.038094365669,0.011347157206,-0.000523313268]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.50321031336939,11.035010800785322,-0.008145782435977076],[-5.186808760211634,11.211440661412555,-0.02955405903236207],[-8.259538433251219,8.321514742789839,0.09365364663618356],[-4.817112462792472,8.68147679216272,-0.004744280611556252]];-9.762897175249;[-0.49922964,-0.47742257,-0.51157046,-0.51177734];[[-0.019432460657,-0.037055326456,0.001637329320],[0.035776331694,-0.112905458738,0.000932871088],[-0.023410857206,0.036351244109,-0.000929820366],[0.007066986169,0.113609541085,-0.001640380042]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.490835924155558,10.989947018017368,0.02509926598138288],[-5.278657740354479,11.06209217267797,0.03964381701851654],[-8.318389352781418,8.30402901478025,-0.013258176935020986],[-4.937136964329571,8.675565170034501,0.038320700735875124]];-9.713644469238;[-0.49821090,-0.46742604,-0.51805619,-0.51630687];[[-0.012875355482,-0.049246168240,-0.000863360767],[0.053481629651,-0.291221999190,-0.000059427807],[-0.018548314134,0.050208182951,0.000552987089],[-0.022057960034,0.290259984480,0.000369801485]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.40618500515046,10.92642315661004,-0.05802435980737906],[-5.5191969318451894,11.275579945143644,-0.1523347697549666],[-8.158325213832033,8.310667518410334,0.03131265058115624],[-4.68803752964463,8.474157637827503,0.10564199018789683]];-9.799748171318;[-0.46480133,-0.47544364,-0.51094976,-0.54880528];[[-0.004342841220,-0.076642790838,0.003302640147],[0.003723817584,-0.012764703985,0.000321418103],[-0.041516562436,0.083281088243,-0.004456716328],[0.042135586072,0.006126406579,0.000832658078]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.694639464120646,10.964692338075533,0.0994048273666378],[-5.321660122812724,11.25481602617939,-0.19840805792521882],[-8.409205901704764,8.374893925442477,0.1732066647849958],[-4.844640757278665,8.415275488626664,-0.12071830302302332]];-9.767819848284;[-0.48046434,-0.48973296,-0.49720491,-0.53259780];[[-0.019476009183,-0.078663578687,0.004658191610],[0.022462686097,-0.006215492990,-0.001669316858],[-0.028948114955,0.081495150862,-0.000704435295],[0.025961438040,0.003383920815,-0.002284439457]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.653425940429738,10.93105563862841,-0.003536406535188245],[-5.239140478307663,11.235750099612844,0.04523667570959469],[-8.334576740600944,8.269354593213242,-0.07283296831769442],[-4.767858096654021,8.56658423163206,-0.010615584252720432]];-9.770057944184;[-0.49250894,-0.48196511,-0.50452424,-0.52100171];[[-0.018067998811,-0.043855585229,-0.001453107401],[0.024797373180,-0.034203295652,-0.000479934113],[-0.023118728359,0.043791142100,0.000866984368],[0.016389353990,0.034267738781,0.001066057147]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.525420404924404,11.158395383122473,-0.15802905356755514],[-5.509333743145207,11.127551984212403,0.09771530215258113],[-8.392111291674288,8.209940154724219,-0.08069029985514205],[-4.92458070166685,8.57265243762014,0.2841803735523154]];-9.794579027676;[-0.49493448,-0.46487281,-0.52305883,-0.51713388];[[-0.022879264432,0.000235804918,-0.001918234387],[0.031755697916,-0.086336964907,0.006988624782],[-0.035771774959,0.004227110878,-0.004180989927],[0.026895341475,0.081874049111,-0.000889400468]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.437531094161404,11.25632194034834,-0.17687515465110287],[-5.288600525182972,11.38334434930764,0.054557883103165686],[-8.333358898083558,8.409858194187898,-0.0008731763023784216],[-4.783587131609282,8.555994252932937,-0.030457944055104803]];-9.803153254955;[-0.48670287,-0.47921996,-0.51042349,-0.52365368];[[-0.031295679485,-0.013841147948,-0.001674681590],[0.028698145966,-0.014261278468,0.002042505468],[-0.037520574205,0.015665080832,-0.000255815696],[0.040118107724,0.012437345584,-0.000112008183]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.511995051796532,11.100960166376398,0.013538842512225244],[-5.297500815215956,11.182903675275599,0.08099279853623415],[-8.275683489981697,8.246238828405412,0.16221324492829275],[-4.954807152628579,8.743144777745712,0.0631750710056173]];-9.752605699545;[-0.50459189,-0.48068693,-0.51464734,-0.50007383];[[-0.030321831017,-0.019990824624,0.000572307450],[0.059888777424,-0.219022428149,-0.001108897581],[-0.035532100599,0.016236311259,-0.000210240068],[0.005965154193,0.222776941514,0.000746830200]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.703123031749595,11.073635068542274,-0.17268540156306345],[-5.292327742929512,11.21885675399267,0.20086581585468505],[-8.218503985174985,8.15061589838087,-0.005364819447965885],[-4.7793154860030675,8.472910165901224,0.08227610958764316]];-9.789782273154;[-0.51596993,-0.48501326,-0.49685972,-0.50215709];[[-0.040755065268,0.000774951419,-0.004355880362],[0.037757973614,-0.026647497959,0.002832107990],[-0.034340634929,0.000522318000,-0.000671616689],[0.037337726584,0.025350228540,0.002195389060]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.397770687022952,10.95519206830705,-0.08941028357859931],[-5.414521976963464,11.307957478675728,0.19525707599508949],[-8.357864763999643,8.094970505761369,-0.07246378204057488],[-4.938818370783692,8.48812394221337,0.0686234143431206]];-9.818658098771;[-0.47851099,-0.48160575,-0.52207031,-0.51781295];[[-0.016367830316,-0.016575749241,-0.002016844615],[0.021120926621,-0.008985697225,0.001685346564],[-0.040468998589,0.007754089131,-0.001420030845],[0.035715902284,0.017807357335,0.001751528896]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.698378518017172,10.795031921631148,0.17119960541885748],[-5.352086039920778,11.023201861385507,-0.08840602233909729],[-8.286883677731959,8.240592037024662,-0.012318472131791531],[-4.870540793636031,8.48068388172168,-0.012726305097245143]];-9.751922581900;[-0.50767086,-0.48056357,-0.49223362,-0.51953195];[[-0.006795091647,-0.083165467143,-0.004884478942],[0.026618770257,-0.091801394942,0.001758837327],[-0.024300048895,0.089178897658,0.006202868326],[0.004476370285,0.085787964428,-0.003077226711]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.7785177507374,10.946955784376929,-0.022993639656374278],[-5.233817063716637,11.189326679775522,0.1622352108874448],[-8.212350910203794,8.312238355597398,-0.046826684390664966],[-4.8191397746579065,8.567008698242304,-0.2428426119401793]];-9.769122212564;[-0.52657716,-0.49830264,-0.47521472,-0.49990549];[[-0.016278992174,-0.038876361421,-0.001111731102],[0.022750101498,-0.046183597466,-0.005981112140],[-0.024934429292,0.042950467458,0.001797824313],[0.018463319968,0.042109491429,0.005295018928]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.597268743614064,11.13037876985295,-0.12095378931734305],[-5.406672990742282,11.09875353127913,-0.0018786376452050977],[-8.282441549677078,8.257386100119897,-0.13970356047712812],[-4.676446294152116,8.542815994595392,-0.0018725335511241407]];-9.779128269392;[-0.49988317,-0.45348721,-0.51324357,-0.53338604];[[-0.029206167243,-0.003562029442,-0.001138900478],[0.034798537384,-0.068800696741,0.000575676374],[-0.023412678377,0.012259896565,-0.000759646759],[0.017820308236,0.060102829618,0.001322870864]]
